"","province","city","year","region","acre_total","acre_corn","acre_soy","share_corn","share_soy"
"246","Inner mongolia","baotou",2012,"包头市",312.27,124.469994124279,0.113571907389264,0.398597348846445,0.000363697785215564
"247","Inner mongolia","baotou",2013,"包头市",314.48,136.447195073378,0.12241065356141,0.433881948210947,0.000389247817226566
"248","Inner mongolia","baotou",2014,"包头市",335.88,132.012895861292,0.153400913790696,0.393035893358617,0.000456713450609433
"249","Inner mongolia","baotou",2015,"包头市",320.70339,134.53125236531,0.36020288257454,0.419488089493877,0.0011231651856706
"250","Inner mongolia","baotou",2016,"包头市",330.58757,121.091669790808,0.139613985269639,0.366292264983851,0.000422320734169281
"251","Inner mongolia","baotou",2017,"包头市",313.09783,125.781524359394,0.0265566458572835,0.401732341483791,8.48190032402446e-05
"252","Inner mongolia","baotou",2018,"包头市",272.78,116.761261261261,NA,0.428041869863118,NA
"253","Inner mongolia","baotou",2019,"包头市",294.73,128.006658343737,0.141841340458606,0.43431838748596,0.000481258577201525
"254","Inner mongolia","baotou",2020,"包头市",308.61,135.013802526281,0.421752035236388,0.437490044153723,0.00136661817580891
"255","Inner mongolia","baotou",2021,"包头市",296.46,141.826045440503,1.19553374719253,0.47839858814175,0.00403269833094694
"256","Inner mongolia","hulunbeier",2007,"呼伦贝尔市",1513.12,230.529377950424,291.584387465119,0.152353665241636,0.192704073348524
"257","Inner mongolia","hulunbeier",2008,"呼伦贝尔市",1521.3,273.856718695573,441.563916594056,0.180014933737969,0.290254332869294
"258","Inner mongolia","hulunbeier",2009,"呼伦贝尔市",1535.06,352.108042910141,571.149385416955,0.229377381281605,0.372069746731043
"259","Inner mongolia","hulunbeier",2010,"呼伦贝尔市",1537.37,380.060033578103,617.617450513206,0.247214420457081,0.401736374791498
"260","Inner mongolia","hulunbeier",2011,"呼伦贝尔市",1578.52,385.265878273386,463.857827667176,0.244067783919992,0.293856161256858
"261","Inner mongolia","hulunbeier",2012,"呼伦贝尔市",1585.42,414.34946245097,436.381125492016,0.261349965593325,0.275246386126084
"262","Inner mongolia","hulunbeier",2013,"呼伦贝尔市",1596.3,467.492876619994,483.807706425881,0.292860287301882,0.303080690613219
"263","Inner mongolia","hulunbeier",2014,"呼伦贝尔市",1590.36,573.834976167338,378.79798978716,0.360820805457467,0.238183801018109
"264","Inner mongolia","hulunbeier",2015,"呼伦贝尔市",1619.24795,560.483809927489,471.76286106334,0.346138347698689,0.291346894132761
"265","Inner mongolia","hulunbeier",2016,"呼伦贝尔市",1665.85973,510.609552373097,563.93094457384,0.306514133919965,0.33852246645871
"266","Inner mongolia","hulunbeier",2017,"呼伦贝尔市",1952.73283,543.175679295259,751.316829839578,0.278161800196322,0.384751471525973
"267","Inner mongolia","hulunbeier",2018,"呼伦贝尔市",1894.25111,534.845322245322,758.356493590546,0.282351858959883,0.400346337181529
"268","Inner mongolia","hulunbeier",2019,"呼伦贝尔市",1902.41,460.493827160494,859.416681838691,0.242058140548301,0.451751558201802
"269","Inner mongolia","hulunbeier",2020,"呼伦贝尔市",1874.55,394.975322756044,886.194748706147,0.210704074447757,0.472750659468218
"270","Inner mongolia","hulunbeier",2021,"呼伦贝尔市",1871.34,586.68239391131,635.306633258111,0.313509246802457,0.339492894534457
"271","Inner mongolia","huhehaote",2007,"呼和浩特市",435.81,132.335777866811,15.9891737892139,0.303654752912532,0.0366884050141436
"272","Inner mongolia","huhehaote",2008,"呼和浩特市",441.4,135.68431005026,9.44062795439187,0.307395355800316,0.021387920150412
"273","Inner mongolia","huhehaote",2009,"呼和浩特市",443.3,162.83192309801,11.4417639363372,0.367317669970697,0.025810430715852
"274","Inner mongolia","huhehaote",2010,"呼和浩特市",443.36,158.681974663795,9.19335555791628,0.357907737873951,0.0207356449790605
"275","Inner mongolia","huhehaote",2011,"呼和浩特市",445.36,143.611888054697,7.58514703487595,0.322462475423695,0.0170314959468204
"276","Inner mongolia","huhehaote",2012,"呼和浩特市",444.44,131.282653920058,9.57789752316128,0.295388925209384,0.0215504849319622
"277","Inner mongolia","huhehaote",2013,"呼和浩特市",449.79,156.178191733815,7.34463921368463,0.347224686484394,0.0163290406938452
"278","Inner mongolia","huhehaote",2014,"呼和浩特市",453.71,156.478010705416,7.72117932746506,0.344885523143453,0.0170178733716803
"279","Inner mongolia","huhehaote",2015,"呼和浩特市",461.52273,155.724428162703,6.43219433168821,0.337414428456651,0.0139368960910944
"280","Inner mongolia","huhehaote",2016,"呼和浩特市",459.55506,141.711029466897,11.0295048363014,0.308365725462574,0.0240003990736201
"281","Inner mongolia","huhehaote",2017,"呼和浩特市",472.32976,163.766718252433,11.9473038382747,0.346721151452394,0.0252944126118048
"282","Inner mongolia","huhehaote",2018,"呼和浩特市",457.52,165.780041580042,13.4499105828323,0.362344906408554,0.0293974265230641
"283","Inner mongolia","huhehaote",2019,"呼和浩特市",435.97,193.549729504786,8.22679774659912,0.443951945098942,0.0188701005725144
"284","Inner mongolia","huhehaote",2020,"呼和浩特市",420.62,206.061958006859,6.70117122653371,0.489900523053729,0.0159316514348669
"285","Inner mongolia","huhehaote",2021,"呼和浩特市",411.21,201.673828179852,5.45163388719794,0.490439989737244,0.0132575421006248
"286","Inner mongolia","bayanzhuoer",2007,"巴彦淖尔市",485.72,165.711498597732,1.64736942070689,0.341166718680993,0.00339160302377273
"287","Inner mongolia","bayanzhuoer",2008,"巴彦淖尔市",508.5,181.133577719906,1.71647780988943,0.356211558937869,0.00337557091423684
"288","Inner mongolia","bayanzhuoer",2009,"巴彦淖尔市",515.06,198.85231820757,2.75775848721974,0.386076026497048,0.00535424705319717
"289","Inner mongolia","bayanzhuoer",2010,"巴彦淖尔市",518.94,196.347109400173,1.956033097429,0.378361871122236,0.00376928565427409
"290","Inner mongolia","bayanzhuoer",2011,"巴彦淖尔市",530.51,217.380636930173,1.36452380521578,0.409757849861781,0.00257209817951741
"291","Inner mongolia","bayanzhuoer",2012,"巴彦淖尔市",551.05,222.1975194931,2.95286959212087,0.403225695477906,0.00535862370405747
"292","Inner mongolia","bayanzhuoer",2013,"巴彦淖尔市",555.48,279.251815312969,0.652856818994189,0.502721637706072,0.00117530211527722
"293","Inner mongolia","bayanzhuoer",2014,"巴彦淖尔市",575.5,297.499498665679,0.562470017232554,0.516940918619773,0.000977358848362387
"294","Inner mongolia","bayanzhuoer",2015,"巴彦淖尔市",600.88816,289.968058856477,0.463117991881551,0.482565772067263,0.000770722445057914
"295","Inner mongolia","bayanzhuoer",2016,"巴彦淖尔市",672.496,281.922471320387,1.06544633464595,0.41921806422698,0.00158431624075972
"296","Inner mongolia","bayanzhuoer",2017,"巴彦淖尔市",744.51049,316.918410166364,0.283093844838643,0.425673532372075,0.000380241579723937
"297","Inner mongolia","bayanzhuoer",2018,"巴彦淖尔市",741.8811,316.151905751906,0.391063106862681,0.426149022736805,0.000527123695242649
"298","Inner mongolia","bayanzhuoer",2019,"巴彦淖尔市",750.81,304.189207934526,1.13473072366884,0.405148050684629,0.00151134204881241
"299","Inner mongolia","bayanzhuoer",2020,"巴彦淖尔市",760.36,338.705629757689,0.56233604698185,0.445454297645443,0.000739565530777329
"300","Inner mongolia","bayanzhuoer",2021,"巴彦淖尔市",757.92,358.693515320021,0.430392148989311,0.473260390700894,0.000567859601263076
"301","Inner mongolia","chifeng",2007,"赤峰市",1023.32,337.484975699828,41.1842355176722,0.329794175526548,0.0402457056616427
"302","Inner mongolia","chifeng",2008,"赤峰市",1051.2,375.039394894422,51.9234537491553,0.356772635934572,0.0493944575239301
"303","Inner mongolia","chifeng",2009,"赤峰市",1062.31,426.61598347923,21.3579593478294,0.401592739858638,0.0201052040815105
"304","Inner mongolia","chifeng",2010,"赤峰市",1078.22,418.895314328353,43.7662405549738,0.388506347803188,0.0405911971165196
"305","Inner mongolia","chifeng",2011,"赤峰市",1103.47,485.875983447013,53.9789564122125,0.440316441268918,0.048917466185952
"306","Inner mongolia","chifeng",2012,"赤峰市",1110.97,515.395975925426,58.3002457931556,0.463915295575421,0.0524768857783339
"307","Inner mongolia","chifeng",2013,"赤峰市",1119.09,628.312754679984,32.9692693592065,0.561449708852714,0.029460784529579
"308","Inner mongolia","chifeng",2014,"赤峰市",1149.98,646.78297622904,24.1350771030696,0.562429760716743,0.0209873885659486
"309","Inner mongolia","chifeng",2015,"赤峰市",1187.539,632.81309132745,17.3411959182314,0.532877733975431,0.0146026327709923
"310","Inner mongolia","chifeng",2016,"赤峰市",1266.60357,571.492839469146,33.7258112887234,0.451201033223952,0.0266269668644021
"311","Inner mongolia","chifeng",2017,"赤峰市",1409.40438,631.655486443856,41.2251560832624,0.448171933766699,0.0292500553200086
"312","Inner mongolia","chifeng",2018,"赤峰市",1381.30342,636.405516285516,78.6031524207501,0.4607282564214,0.0569050588615426
"313","Inner mongolia","chifeng",2019,"赤峰市",1417.56,622.652240255237,81.8424534446154,0.439242247421793,0.0577347367621938
"314","Inner mongolia","chifeng",2020,"赤峰市",1422.08,605.261690321501,78.820769251956,0.425617187726078,0.0554263960198835
"315","Inner mongolia","chifeng",2021,"赤峰市",1371.21,622.419748925773,74.5534844749262,0.453920077103998,0.0543705810743257
"316","Inner mongolia","tongliao",2007,"通辽市",1064.1,580.016374309753,178.0612535617,0.545076942307822,0.167335075238888
"317","Inner mongolia","tongliao",2008,"通辽市",1078.3,699.98507140843,67.8008734906325,0.649156145236418,0.0628775605032297
"318","Inner mongolia","tongliao",2009,"通辽市",1092.56,757.232405562967,83.3781874540265,0.693080842757347,0.0763145158655145
"319","Inner mongolia","tongliao",2010,"通辽市",1109.55,740.176709006732,71.1996047464155,0.667096308419388,0.0641698028447708
"320","Inner mongolia","tongliao",2011,"通辽市",1127.52,793.398433027463,48.1997967665927,0.703666837863154,0.042748507136541
"321","Inner mongolia","tongliao",2012,"通辽市",1119.95,793.39696050563,30.3994138778597,0.708421769280441,0.0271435455849455
"322","Inner mongolia","tongliao",2013,"通辽市",1128.58,930.221514139526,32.1940018866509,0.824240651207293,0.0285261141316087
"323","Inner mongolia","tongliao",2014,"通辽市",1140.79,963.780523547287,16.1582295859534,0.844836055318935,0.0141640701495923
"324","Inner mongolia","tongliao",2015,"通辽市",1174.76025,986.179021783557,13.739167092486,0.839472583264166,0.0116952945015683
"325","Inner mongolia","tongliao",2016,"通辽市",1209.00152,949.973757216765,33.8260048546228,0.785750672353799,0.0279784634634891
"326","Inner mongolia","tongliao",2017,"通辽市",1510.17328,1048.26067676557,54.209496942264,0.694132713542364,0.0358962098324664
"327","Inner mongolia","tongliao",2018,"通辽市",1467.50623,1056.56174636175,57.8978240736554,0.719970876281559,0.0394532049609461
"328","Inner mongolia","tongliao",2019,"通辽市",1477.26,1089.16631987793,45.2473876062952,0.737288168553897,0.0306292647240805
"329","Inner mongolia","tongliao",2020,"通辽市",1502.02,1112.79034101999,49.4855721344028,0.740862532469603,0.032946014123915
"330","Inner mongolia","tongliao",2021,"通辽市",1469.68,1175.93450725981,33.8575157204925,0.800129624993065,0.0230373385502235
"331","Inner mongolia","eerduosi",2007,"鄂尔多斯市",366.54,175.884474018848,4.55449192783669,0.479850695746298,0.0124256341131573
"332","Inner mongolia","eerduosi",2008,"鄂尔多斯市",372.1,177.484366447161,4.29119452472358,0.476980291446281,0.0115323690532749
"333","Inner mongolia","eerduosi",2009,"鄂尔多斯市",378.77,207.587857965241,5.28081412446332,0.548057813357026,0.0139420073513302
"334","Inner mongolia","eerduosi",2010,"鄂尔多斯市",378.95,210.32102701511,4.35217364177952,0.555009967053992,0.0114848229100924
"335","Inner mongolia","eerduosi",2011,"鄂尔多斯市",376.64,200.991216448305,4.33436973421483,0.533642779440061,0.0115079910105534
"336","Inner mongolia","eerduosi",2012,"鄂尔多斯市",381.5,181.305680392562,4.92144932020145,0.475244247424801,0.0129002603412882
"337","Inner mongolia","eerduosi",2013,"鄂尔多斯市",383.21,205.367811513833,4.89642614245642,0.535914541671233,0.0127773965774808
"338","Inner mongolia","eerduosi",2014,"鄂尔多斯市",397.6,203.757693553612,4.6020274137209,0.512469048173068,0.0115745156280707
"339","Inner mongolia","eerduosi",2015,"鄂尔多斯市",410.844,196.945155088633,2.31558995940776,0.47936724179648,0.00563617810995842
"340","Inner mongolia","eerduosi",2016,"鄂尔多斯市",437.15467,191.947214516008,4.2921171612659,0.439083069880068,0.00981830335077034
"341","Inner mongolia","eerduosi",2017,"鄂尔多斯市",482.79182,192.812133567453,4.87420678064582,0.399369097776871,0.0100958768950266
"342","Inner mongolia","eerduosi",2018,"鄂尔多斯市",484.4286,213.380346500346,5.93612513871599,0.440478424478543,0.0122538701032845
"343","Inner mongolia","eerduosi",2019,"鄂尔多斯市",467.02,240.907199334166,8.65232176797494,0.515839148931878,0.0185266621728725
"344","Inner mongolia","eerduosi",2020,"鄂尔多斯市",466.87,252.028553104871,7.07606192452161,0.539825975335471,0.0151563859843674
"345","Inner mongolia","eerduosi",2021,"鄂尔多斯市",456.73,260.959923610526,9.03823512877553,0.571365847679211,0.0197890112950223
"346","Inner mongolia","xilinguole",2007,"锡林郭勒盟",234.51,2.26453219990593,0.436068376069471,0.00965644194237318,0.00185948733985532
"347","Inner mongolia","xilinguole",2008,"锡林郭勒盟",226.3,8.45953522318244,0.429119452472358,0.0373819497268336,0.00189624150451771
"348","Inner mongolia","xilinguole",2009,"锡林郭勒盟",226.7,10.1792795920978,0.293378562470185,0.0449019832029017,0.00129412687459279
"349","Inner mongolia","xilinguole",2010,"锡林郭勒盟",230.03,5.30805365713026,0.1956033097429,0.0230754843156556,0.000850338259109245
"350","Inner mongolia","xilinguole",2011,"锡林郭勒盟",226.14,6.47725599882232,0.722394955702471,0.0286426815195114,0.00319445898869051
"351","Inner mongolia","xilinguole",2012,"锡林郭勒盟",216.66,1.90563910371441,0.151429209852352,0.0087955280333906,0.00069892555087396
"352","Inner mongolia","xilinguole",2013,"锡林郭勒盟",218.31,5.07062103618371,0.163214204748547,0.0232267007291636,0.000747625874896007
"353","Inner mongolia","xilinguole",2014,"锡林郭勒盟",221.55,5.86175513289216,0.613603655162786,0.0264579333463875,0.00276959447150885
"354","Inner mongolia","xilinguole",2015,"锡林郭勒盟",228.00173,3.73908172996867,0.411660437228046,0.016399356838076,0.00180551453371887
"355","Inner mongolia","xilinguole",2016,"锡林郭勒盟",242.89962,5.39851540826273,1.93160054914229,0.0222252937582312,0.00795225842322147
"356","Inner mongolia","xilinguole",2017,"锡林郭勒盟",247.7569,8.8079223832624,0.253881534395631,0.0355506643135364,0.0010247203383463
"357","Inner mongolia","xilinguole",2018,"锡林郭勒盟",228.83336,6.64130284130284,1.16414432355857,0.0290224416636754,0.00508730162227468
"358","Inner mongolia","xilinguole",2019,"锡林郭勒盟",237.21,11.3885421001526,0.709206702293028,0.048010379411292,0.00298978416716423
"359","Inner mongolia","xilinguole",2020,"锡林郭勒盟",238.26,12.4640994897248,0.93722674496975,0.0523130172489078,0.00393363025673529
"360","Inner mongolia","xilinguole",2021,"锡林郭勒盟",236.39,12.7924284550791,0.908605647866323,0.0541157767040867,0.00384367210062322
"361","Jilin","jilin",2007,"吉林市",612.835,349.139,57.023,0.569711259963938,0.0930478840144574
"362","Jilin","jilin",2008,"吉林市",630.091,345.986,84.758,0.549104811844638,0.134517077691952
"363","Jilin","jilin",2009,"吉林市",671.083,384.852,85.46,0.573478988441072,0.127346393814178
"364","Jilin","jilin",2010,"吉林市",683.771,401.037,83.24,0.586507763564117,0.121736663298092
"365","Jilin","jilin",2011,"吉林市",688.732,432.097,61.222,0.627380461485745,0.0888908893444765
"366","Jilin","jilin",2012,"吉林市",691.912,451.655,47.019,0.652763646244031,0.0679551734902704
"367","Jilin","jilin",2013,"吉林市",696.88,471.188,37.235,0.6761393640225,0.0534310067730456
"368","Jilin","jilin",2014,"吉林市",689.257,469.27,31.217,0.680834579844673,0.0452907986425963
"369","Jilin","jilin",2015,"吉林市",676.226,474.241,21.622,0.70130548071207,0.0319745173950721
"370","Jilin","jilin",2016,"吉林市",694.556,485.285,25.445,0.698698161127396,0.0366349149672597
"371","Jilin","jilin",2017,"吉林市",691.308,491.283,27.896,0.710657188980888,0.0403524912195432
"372","Jilin","jilin",2018,"吉林市",675.819,491.802,25.163,0.727712597603796,0.0372333420634815
"373","Jilin","jilin",2019,"吉林市",669.865,485.042,29.31,0.724089182148642,0.0437550849798094
"374","Jilin","jilin",2020,"吉林市",673.662,486.06,31.591,0.721519100082831,0.0468944366759592
"375","Jilin","jilin",2021,"吉林市",673.802,495.711,23.224,0.735692384409663,0.0344670986432216
"376","Jilin","siping",2007,"四平市",732.792,529.313,21.784,0.722323660738654,0.0297273987707289
"377","Jilin","siping",2008,"四平市",728.863,535.207,27.965,0.734303977565057,0.0383679786187528
"378","Jilin","siping",2009,"四平市",777.146,610.966,16.134,0.786166305945086,0.0207605778064868
"379","Jilin","siping",2010,"四平市",843.742,662.016,16.918,0.784618994906026,0.0200511530775996
"380","Jilin","siping",2011,"四平市",915.056,757.992,12.188,0.828355860187792,0.0133194034026333
"381","Jilin","siping",2012,"四平市",915.717,770.325,10.136,0.841226055648197,0.0110689219485933
"382","Jilin","siping",2013,"四平市",915.635,778.107,9.062,0.849800411736118,0.00989695675678627
"383","Jilin","siping",2014,"四平市",915.875,792.157,7.203,0.864918247577453,0.00786461034529821
"384","Jilin","siping",2015,"四平市",916.06,809.259,3.406,0.883412658559483,0.00371809706787765
"385","Jilin","siping",2016,"四平市",916.248,788.781,9.398,0.860881551719622,0.0102570483100645
"386","Jilin","siping",2017,"四平市",912.73,808.073,12.708,0.88533629879592,0.0139230659669344
"387","Jilin","siping",2018,"四平市",931.91,803.951,21.968,0.86269167623483,0.0235730918221717
"388","Jilin","siping",2019,"四平市",933.246,797.666,24.5,0.854722120426983,0.0262524564798563
"389","Jilin","siping",2020,"四平市",617.554,512.726,16.338,0.830252900960888,0.0264559860352293
"390","Jilin","siping",2021,"四平市",618.866,518.272,11.27,0.837454311595725,0.0182107273626278
"391","Jilin","yanbian",2007,"延边朝鲜族自治州",293.969,78.375,115.17,0.266609744564903,0.391776003592216
"392","Jilin","yanbian",2008,"延边朝鲜族自治州",299.173,71.686,138.956,0.239613868898597,0.464467047494259
"393","Jilin","yanbian",2009,"延边朝鲜族自治州",358.356,92.067,175.829,0.256914911428858,0.490654544642757
"394","Jilin","yanbian",2010,"延边朝鲜族自治州",369.031,103.302,168.427,0.279927702550734,0.456403391584989
"395","Jilin","yanbian",2011,"延边朝鲜族自治州",375.016,145.793,140.187,0.388764746037502,0.373816050515178
"396","Jilin","yanbian",2012,"延边朝鲜族自治州",392.215,202.203,101.941,0.515541221013985,0.259911018191553
"397","Jilin","yanbian",2013,"延边朝鲜族自治州",391.121,189.132,114.709,0.483563909889778,0.293282641433214
"398","Jilin","yanbian",2014,"延边朝鲜族自治州",388.659,191.761,116.194,0.49339137907523,0.298961300265786
"399","Jilin","yanbian",2015,"延边朝鲜族自治州",392.184,208.175,106.728,0.530809517981356,0.272137568080289
"400","Jilin","yanbian",2016,"延边朝鲜族自治州",393.395,200.484,116.668,0.509625185881874,0.296567063638328
"401","Jilin","yanbian",2017,"延边朝鲜族自治州",359.333,179.872,114.508,0.500571892923834,0.318668199135621
"402","Jilin","yanbian",2018,"延边朝鲜族自治州",373.829,203.357,108.502,0.543984014081305,0.290245005069163
"403","Jilin","yanbian",2019,"延边朝鲜族自治州",378.417,178.521,140.577,0.471757347053647,0.371487010361585
"404","Jilin","yanbian",2020,"延边朝鲜族自治州",381.008,200.114,120.699,0.525222567505144,0.316788623860916
"405","Jilin","yanbian",2021,"延边朝鲜族自治州",383.845,229.141,94.558,0.596962315517982,0.246344227487658
"406","Jilin","songyuan",2007,"松原市",834.586,468.096,16.004,0.560872097063694,0.0191759746748687
"407","Jilin","songyuan",2008,"松原市",851.106,471.586,19.553,0.554086095033991,0.0229736366563037
"408","Jilin","songyuan",2009,"松原市",953.566,575.048,17.491,0.603050024854074,0.0183427261458567
"409","Jilin","songyuan",2010,"松原市",950.89,573.326,14.237,0.602936196615802,0.0149722891186152
"410","Jilin","songyuan",2011,"松原市",934.154,597.12,12.343,0.639209380894371,0.0132130248331646
"411","Jilin","songyuan",2012,"松原市",1217.804,774.415,13.418,0.635911033302567,0.0110181934038647
"412","Jilin","songyuan",2013,"松原市",1210.36,805.556,13.481,0.665550745232823,0.0111380085263888
"413","Jilin","songyuan",2014,"松原市",1223.622,823.438,11.521,0.672951287243936,0.00941548942402147
"414","Jilin","songyuan",2015,"松原市",1224.453,823.816,0.99,0.672803284405363,0.0008085242961551
"415","Jilin","songyuan",2016,"松原市",1208.362,790.849,5.5,0.65448019715946,0.00455161615476157
"416","Jilin","songyuan",2017,"松原市",1308.896,801.928,9.831,0.612675109405178,0.00751090995770481
"417","Jilin","songyuan",2018,"松原市",1207.626,774.661,40.157,0.641474264383178,0.0332528448377229
"418","Jilin","songyuan",2019,"松原市",1212.152,770.121,51.62,0.635333687524337,0.0425854183303744
"419","Jilin","songyuan",2020,"松原市",1216.238,790.886,47.898,0.650272397343283,0.0393820946229274
"420","Jilin","songyuan",2021,"松原市",1230.822,816.169,34.718,0.663108881706697,0.0282071656177741
"421","Jilin","baicheng",2007,"白城市",628.371,241.821,9.087,0.38483793809708,0.0144612020605661
"422","Jilin","baicheng",2008,"白城市",602.707,232.396,10.191,0.385587026531963,0.0169087135208318
"423","Jilin","baicheng",2009,"白城市",837.666,336.949,22.137,0.402247435135245,0.0264270007377642
"424","Jilin","baicheng",2010,"白城市",868.488,347.319,15.894,0.39991226130931,0.0183007709951087
"425","Jilin","baicheng",2011,"白城市",957.432,405.894,11.604,0.42394029027649,0.0121199207881082
"426","Jilin","baicheng",2012,"白城市",1026.425,462.435,7.957,0.450529751321334,0.00775214945076357
"427","Jilin","baicheng",2013,"白城市",988.269,477.634,10.224,0.483303634941499,0.0103453614349939
"428","Jilin","baicheng",2014,"白城市",1006.54,493.141,9.343,0.489936813241401,0.00928229379855743
"429","Jilin","baicheng",2015,"白城市",1055.907,529.035,2.879,0.501024237930045,0.00272656588127553
"430","Jilin","baicheng",2016,"白城市",1055.055,489.552,3.369,0.464006141859903,0.00319319845884812
"431","Jilin","baicheng",2017,"白城市",858.214,409.033,5.349,0.476609563582044,0.00623271118858467
"432","Jilin","baicheng",2018,"白城市",911.019,447.765,33.437,0.491499079602072,0.0367028569107779
"433","Jilin","baicheng",2019,"白城市",967.077,505.917,36.132,0.523140349734302,0.0373620714793134
"434","Jilin","baicheng",2020,"白城市",980.892,516.222,32.15,0.526278122362095,0.0327762893366446
"435","Jilin","baicheng",2021,"白城市",990.711,543.113,29.015,0.548205278835099,0.029287047383142
"436","Jilin","baishan",2007,"白山市",57.001,24.211,16.516,0.424746934264311,0.289749302643813
"437","Jilin","baishan",2008,"白山市",57.959,23.434,18.569,0.404320295381218,0.320381649096775
"438","Jilin","baishan",2009,"白山市",59.748,24.921,18.624,0.41710182767624,0.31170917854991
"439","Jilin","baishan",2010,"白山市",62.628,27.745,19.431,0.443012709969981,0.310260586319218
"440","Jilin","baishan",2011,"白山市",63.47,27.798,18.125,0.437970694816449,0.285567984874744
"441","Jilin","baishan",2012,"白山市",64.194,28.474,17.334,0.443561703586005,0.270025236003365
"442","Jilin","baishan",2013,"白山市",64.338,28.524,17.181,0.443346078522802,0.267042805185116
"443","Jilin","baishan",2014,"白山市",66.456,29.833,17.81,0.448913566871313,0.267996870109546
"444","Jilin","baishan",2015,"白山市",67.117,34.303,15.032,0.511092569691732,0.223967102224474
"445","Jilin","baishan",2016,"白山市",66.982,31.902,17.272,0.476277208802365,0.257860320683169
"446","Jilin","baishan",2017,"白山市",65.979,30.692,20.003,0.46517831431213,0.303172221464405
"447","Jilin","baishan",2018,"白山市",71.855,38.396,18.111,0.53435390717417,0.25204926588268
"448","Jilin","baishan",2019,"白山市",82.124,39.322,24.438,0.478812527397594,0.297574399688276
"449","Jilin","baishan",2020,"白山市",81.949,36.896,29.401,0.450231241381835,0.358771919120429
"450","Jilin","baishan",2021,"白山市",82.798,40.091,25.567,0.484202516969009,0.308787651875649
"451","Jilin","liaoyuan",2007,"辽源市",162.668,117.857,16.336,0.724524798977058,0.100425406349128
"452","Jilin","liaoyuan",2008,"辽源市",162.016,121.172,12.967,0.747901441832905,0.0800353051550464
"453","Jilin","liaoyuan",2009,"辽源市",163.207,127.894,9.591,0.783630604079482,0.0587658617583805
"454","Jilin","liaoyuan",2010,"辽源市",164.254,128.464,9.166,0.782105763025558,0.0558038160410097
"455","Jilin","liaoyuan",2011,"辽源市",184.891,147.865,8.08,0.799741469298127,0.0437014240822971
"456","Jilin","liaoyuan",2012,"辽源市",230.357,198.04,4.523,0.859709060284689,0.019634740858754
"457","Jilin","liaoyuan",2013,"辽源市",229.818,197.249,3.961,0.858283511300246,0.0172353775596341
"458","Jilin","liaoyuan",2014,"辽源市",233.775,201.692,2.717,0.86276120201048,0.0116222863864827
"459","Jilin","liaoyuan",2015,"辽源市",244.036,215.55,0.24,0.883271320624826,0.000983461456506417
"460","Jilin","liaoyuan",2016,"辽源市",245.582,216.291,0.673,0.880728229267617,0.00274042885879258
"461","Jilin","liaoyuan",2017,"辽源市",248.623,219.077,3.155,0.881161437196076,0.0126898959468754
"462","Jilin","liaoyuan",2018,"辽源市",247.47,218.819,2.436,0.884224350426314,0.00984361740817069
"463","Jilin","liaoyuan",2019,"辽源市",228.377,198.033,4.978,0.867131979139756,0.0217972913209299
"464","Jilin","liaoyuan",2020,"辽源市",231.218,199.084,5.396,0.861022930740686,0.0233372834294908
"465","Jilin","liaoyuan",2021,"辽源市",231.26,200.216,4.983,0.865761480584623,0.0215471763383205
"466","Jilin","tonghua",2007,"通化市",262.769,132.392,18.575,0.503834166130708,0.0706894648912162
"467","Jilin","tonghua",2008,"通化市",270.392,138.669,17.947,0.51284431492056,0.0663740051480813
"468","Jilin","tonghua",2009,"通化市",272.153,141.398,16.202,0.519553339481836,0.0595326893328385
"469","Jilin","tonghua",2010,"通化市",305.833,166.255,16.719,0.543613671513538,0.054667089555411
"470","Jilin","tonghua",2011,"通化市",325.846,176.831,15.9,0.542682739699122,0.048796057033077
"471","Jilin","tonghua",2012,"通化市",326.065,179.62,14.561,0.550871758698419,0.0446567402205082
"472","Jilin","tonghua",2013,"通化市",327.146,180.018,13.957,0.550268076027217,0.0426629089152855
"473","Jilin","tonghua",2014,"通化市",322.673,177.219,12.944,0.549221657839361,0.0401149150998069
"474","Jilin","tonghua",2015,"通化市",325.747,190.43,5.832,0.584594792891416,0.0179034649590019
"475","Jilin","tonghua",2016,"通化市",332.774,201.67,5.792,0.606026913160283,0.0174052059355599
"476","Jilin","tonghua",2017,"通化市",322.936,205.18,6.22,0.635358089528575,0.0192607823221939
"477","Jilin","tonghua",2018,"通化市",337.758,208.416,7.914,0.617057182953476,0.0234309772085339
"478","Jilin","tonghua",2019,"通化市",332.844,209.262,10.016,0.628708944730865,0.03009217531336
"479","Jilin","tonghua",2020,"通化市",231.323,141.169,8.811,0.610267893810819,0.0380895976621434
"480","Jilin","tonghua",2021,"通化市",230.569,143.627,7.565,0.622924157193725,0.0328101349270717
"481","Jilin","changchun",2007,"长春市",1150.344,720.298,85.461,0.626158783807279,0.0742916901379066
"482","Jilin","changchun",2008,"长春市",1189.764,843.8,42.461,0.709216281548273,0.0356885903422864
"483","Jilin","changchun",2009,"长春市",1260.099,895.46,35.955,0.710626704727168,0.0285334723700281
"484","Jilin","changchun",2010,"长春市",1257.193,899.483,32.732,0.715469303440283,0.0260357797092411
"485","Jilin","changchun",2011,"长春市",1333.06,983.105,25.179,0.737479933386344,0.0188881220650233
"486","Jilin","changchun",2012,"长春市",1344.118,1019.332,19.167,0.758364964980753,0.0142599087282515
